metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,record: quarto cat,record: summary,record: updated,publisher: institution,publisher: unit,publisher: department,location: settlement,location: institution,location: repository,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
MS_Laud_Gr_42_record_1,manuscript_6856,Laud_Gr,MS_Laud_Gr_42,MS. Laud Gr. 42,manuscript,,MS_Laud_Gr_42,ark:29072/x0bv73c094zp,ark:29072/x0gf06g270v0,710.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Decoration, localization and date follow Hutter (1977–1982). Quarto Catalogue, col. 528 Quarto Catalogue, cols. 529–30 Quarto Catalogue, cols. 531–2 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, col. 528; Quarto Catalogue, cols. 529–30; Quarto Catalogue, cols. 531–2; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"Irmgard Hutter, Corpus der byzantinischen Miniaturenhandschriften, I-III, Oxford, Bodleian Library, 3 vols. in 4 (Stuttgart, 1977–82), iii, 72 [Internet Archive]",https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%201-201%20%28Intr.%3B%20mss.%201-130%29/page/107/mode/1up,,,DBBE: Database of Byzantine Book Epigrams; Pinakes | Πίνακες: Textes et manuscrits grecs,https://www.dbbe.ugent.be/manuscripts/13097 http://pinakes.irht.cnrs.fr/notices/cote/48264/
MS_Laud_Gr_45_record_1,manuscript_6857,Laud_Gr,MS_Laud_Gr_45,MS. Laud Gr. 45,manuscript,,MS_Laud_Gr_45,ark:29072/x0bz60cw788n,ark:29072/x0hq37vn541x,890.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 533 Summary Catalogue, vol. 2, part 1, p. 38","Quarto Catalogue, col. 533; Summary Catalogue, vol. 2, part 1, p. 38",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48267/
MS_Laud_Gr_46_record_1,manuscript_6858,Laud_Gr,MS_Laud_Gr_46,MS. Laud Gr. 46,manuscript,,MS_Laud_Gr_46,ark:29072/x0c247ds61kc,ark:29072/x0n296wx86kp,891.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Decoration, localization and date follow Hutter (1977–1982). Quarto Catalogue, cols. 533–4 Summary Catalogue, vol. 2, part 1, p. 38","Quarto Catalogue, cols. 533–4; Summary Catalogue, vol. 2, part 1, p. 38",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"Irmgard Hutter, Corpus der byzantinischen Miniaturenhandschriften, I-III, Oxford, Bodleian Library, 3 vols. in 4 (Stuttgart, 1977–82), iii, 143 [Internet Archive]",https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%20201-end%20%28mss.%20131-197%20%2B%20Corr.%26Add.%20%2B%20Indices%29/page/216/mode/1up,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48268/
MS_Laud_Gr_47_record_1,manuscript_6859,Laud_Gr,MS_Laud_Gr_47,MS. Laud Gr. 47,manuscript,,MS_Laud_Gr_47,ark:29072/x0c534fp44w7,ark:29072/x0r207tn85rh,738.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 534 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 534; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48269/
MS_Laud_Gr_48_record_1,manuscript_6860,Laud_Gr,MS_Laud_Gr_48,MS. Laud Gr. 48,manuscript,,MS_Laud_Gr_48,ark:29072/x0c821gk286f,ark:29072/x0cj82k754t4,713.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 534 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, col. 534; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48270/
MS_Laud_Gr_49_record_1,manuscript_6861,Laud_Gr,MS_Laud_Gr_49,MS. Laud Gr. 49,manuscript,,MS_Laud_Gr_49,ark:29072/x0cc08hg11h2,ark:29072/x0qz20ss02c2,722*,,,74585,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 534 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 534; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/74585/
MS_Laud_Gr_50_record_1,manuscript_6863,Laud_Gr,MS_Laud_Gr_50,MS. Laud Gr. 50,manuscript,,MS_Laud_Gr_50,ark:29072/x0cj82k7784j,ark:29072/x0pr76f302rg,742.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 534 Quarto Catalogue, col. 535 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 534; Quarto Catalogue, col. 535; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48271/
MS_Laud_Gr_52_record_1,manuscript_6864,Laud_Gr,MS_Laud_Gr_52,MS. Laud Gr. 52,manuscript,,MS_Laud_Gr_52,ark:29072/x0cn69m461f5,ark:29072/x0vq27zm6876,721.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, cols. 535–6 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, cols. 535–6; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48273/
MS_Laud_Gr_53_record_1,manuscript_6865,Laud_Gr,MS_Laud_Gr_53,MS. Laud Gr. 53,manuscript,,MS_Laud_Gr_53,ark:29072/x0cr56n144r1,ark:29072/x0v405s8689w,744.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 536 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 536; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48274/
MS_Laud_Gr_54_record_1,manuscript_6866,Laud_Gr,MS_Laud_Gr_54,MS. Laud Gr. 54,manuscript,,MS_Laud_Gr_54,ark:29072/x0cv43nx2820,ark:29072/x0tb09j501w3,731.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 536 Quarto Catalogue, cols. 537–8 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 536; Quarto Catalogue, cols. 537–8; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48275/
MS_Laud_Gr_55_record_1,manuscript_6867,Laud_Gr,MS_Laud_Gr_55,MS. Laud Gr. 55,manuscript,,MS_Laud_Gr_55,ark:29072/x0cz30pt11cq,ark:29072/x09c67wn222f,719.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 538 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, col. 538; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48276/
MS_Laud_Gr_56_record_1,manuscript_6868,Laud_Gr,MS_Laud_Gr_56,MS. Laud Gr. 56,manuscript,,MS_Laud_Gr_56,ark:29072/x0d217qp94pd,ark:29072/x0wp988j01b2,706.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Decoration, localization and date follow Hutter (1977–1982). Quarto Catalogue, col. 538 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, col. 538; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"Irmgard Hutter, Corpus der byzantinischen Miniaturenhandschriften, I-III, Oxford, Bodleian Library, 3 vols. in 4 (Stuttgart, 1977–82), iii, 184 [Internet Archive]",https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%20201-end%20%28mss.%20131-197%20%2B%20Corr.%26Add.%20%2B%20Indices%29/page/277/mode/1up,,,DBBE: Database of Byzantine Book Epigrams; Pinakes | Πίνακες: Textes et manuscrits grecs,https://www.dbbe.ugent.be/manuscripts/14484 http://pinakes.irht.cnrs.fr/notices/cote/48277/
MS_Laud_Gr_57_record_1,manuscript_6869,Laud_Gr,MS_Laud_Gr_57,MS. Laud Gr. 57,manuscript,,MS_Laud_Gr_57,ark:29072/x0d504rk780m,ark:29072/x0pv63fz85zs,707.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 538 Quarto Catalogue, col. 539 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, col. 538; Quarto Catalogue, col. 539; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48278/
MS_Laud_Gr_58_record_1,manuscript_6870,Laud_Gr,MS_Laud_Gr_58,MS. Laud Gr. 58,manuscript,,MS_Laud_Gr_58,ark:29072/x0d791sg619x,ark:29072/x03j333306rj,709.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Decoration, localization and date follow Hutter (1977–1982). Quarto Catalogue, col. 539 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, col. 539; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"Irmgard Hutter, Corpus der byzantinischen Miniaturenhandschriften, I-III, Oxford, Bodleian Library, 3 vols. in 4 (Stuttgart, 1977–82), iii, 183 [Internet Archive]",https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%20201-end%20%28mss.%20131-197%20%2B%20Corr.%26Add.%20%2B%20Indices%29/page/276/mode/1up,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48279/
MS_Laud_Gr_59_record_1,manuscript_6871,Laud_Gr,MS_Laud_Gr_59,MS. Laud Gr. 59,manuscript,,MS_Laud_Gr_59,ark:29072/x0db78tc44mp,ark:29072/x0dr26xx54mh,708.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, cols. 539–40 Quarto Catalogue, col. 541 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, cols. 539–40; Quarto Catalogue, col. 541; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48280/
MS_Laud_Gr_60_record_1,manuscript_6873,Laud_Gr,MS_Laud_Gr_60,MS. Laud Gr. 60,manuscript,,MS_Laud_Gr_60,ark:29072/x0dj52w5117m,ark:29072/x037720d56sg,749.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 541 Summary Catalogue, vol. 2, part 1, p. 33","Quarto Catalogue, col. 541; Summary Catalogue, vol. 2, part 1, p. 33",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48281/
MS_Laud_Gr_61_record_1,manuscript_6874,Laud_Gr,MS_Laud_Gr_61,MS. Laud Gr. 61,manuscript,,MS_Laud_Gr_61,ark:29072/x0dn39x194j6,ark:29072/x0kk91fk36tq,728.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, cols. 541–2 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, cols. 541–2; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48282/
MS_Laud_Gr_62_record_1,manuscript_6875,Laud_Gr,MS_Laud_Gr_62,MS. Laud Gr. 62,manuscript,,MS_Laud_Gr_62,ark:29072/x0dr26xx77vt,ark:29072/x0p8418m866q,747.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 542 Summary Catalogue, vol. 2, part 1, p. 33","Quarto Catalogue, col. 542; Summary Catalogue, vol. 2, part 1, p. 33",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48283/
MS_Laud_Gr_63_record_1,manuscript_6876,Laud_Gr,MS_Laud_Gr_63,MS. Laud Gr. 63,manuscript,,MS_Laud_Gr_63,ark:29072/x0dv13zt615w,ark:29072/x0nv935252xr,725.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 542 Quarto Catalogue, col. 543 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 542; Quarto Catalogue, col. 543; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/83121474-f1fc-4482-acb1-785469d50987/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/83121474-f1fc-4482-acb1-785469d50987.json,,,,,DBBE: Database of Byzantine Book Epigrams; Pinakes | Πίνακες: Textes et manuscrits grecs,https://www.dbbe.ugent.be/manuscripts/14398 http://pinakes.irht.cnrs.fr/notices/cote/48284/
MS_Laud_Gr_64a_record_1,manuscript_10072,Laud_Gr,MS_Laud_Gr_64a,MS. Laud Gr. 64a,manuscript,,MS_Laud_Gr_64a,ark:29072/x0f4752h113g,ark:29072/x0g158bh37kc,740a,,,,For fuller details see the record for MS. Laud Gr. 64a-b.,,2022-04-01,False,False,,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Laud_Gr_64a-b_record_1,manuscript_6877,Laud_Gr,MS_Laud_Gr_64a-b,MS. Laud Gr. 64a-b,manuscript,,MS_Laud_Gr_64a-b,ark:29072/x0dz010q44gz,ark:29072/x0f1881m27sd,740a-b,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, cols. 543–4 Quarto Catalogue, cols. 545–6 Quarto Catalogue, col. 547 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, cols. 543–4; Quarto Catalogue, cols. 545–6; Quarto Catalogue, col. 547; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,"Orderable via the records for MS. Laud Gr. 64a, MS. Laud Gr. 64b.",False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs (MS. 64a) ; Pinakes | Πίνακες: Textes et manuscrits grecs (MS. 64b),http://pinakes.irht.cnrs.fr/notices/cote/48285/ http://pinakes.irht.cnrs.fr/notices/cote/48286/
MS_Laud_Gr_64b_record_1,manuscript_10073,Laud_Gr,MS_Laud_Gr_64b,MS. Laud Gr. 64b,manuscript,,MS_Laud_Gr_64b,ark:29072/x0f7623c94d5,ark:29072/x0dz010q2168,740b,,,,For fuller details see the record for MS. Laud Gr. 64a-b.,,2022-04-01,False,False,,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Laud_Gr_65_record_1,manuscript_6878,Laud_Gr,MS_Laud_Gr_65,MS. Laud Gr. 65,manuscript,,MS_Laud_Gr_65,ark:29072/x0fb494877qx,ark:29072/x0ht24wj377n,702.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, cols. 547–8 Summary Catalogue, vol. 2, part 1, p. 30","Quarto Catalogue, cols. 547–8; Summary Catalogue, vol. 2, part 1, p. 30",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48287/
MS_Laud_Gr_66_record_1,manuscript_6879,Laud_Gr,MS_Laud_Gr_66,MS. Laud Gr. 66,manuscript,,MS_Laud_Gr_66,ark:29072/x0ff36556110,ark:29072/x05712m7230x,714*,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Decoration, localization and date follow Hutter (1977–1982). Quarto Catalogue, col. 548 Summary Catalogue, vol. 2, part 1, p. 31","Quarto Catalogue, col. 548; Summary Catalogue, vol. 2, part 1, p. 31",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"Irmgard Hutter, Corpus der byzantinischen Miniaturenhandschriften, I-III, Oxford, Bodleian Library, 3 vols. in 4 (Stuttgart, 1977–82), iii, 92 [Internet Archive]",https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%201-201%20%28Intr.%3B%20mss.%201-130%29/page/138/mode/1up,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48288/
MS_Laud_Gr_67_record_1,manuscript_6880,Laud_Gr,MS_Laud_Gr_67,MS. Laud Gr. 67,manuscript,,MS_Laud_Gr_67,ark:29072/x0fj236244bv,ark:29072/x005741s7449,727.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 548 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 548; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48289/
MS_Laud_Gr_68_record_1,manuscript_6881,Laud_Gr,MS_Laud_Gr_68,MS. Laud Gr. 68,manuscript-composite,MS. Laud Gr. 68 – Part 1 MS. Laud Gr. 68 – Part 2 MS. Laud Gr. 68 – Part 3,MS_Laud_Gr_68,ark:29072/x0fn106z27ng,ark:29072/x0hd76s0040h,734.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Decoration, localization and date follow Hutter (1977–1982). Quarto Catalogue, col. 548 Quarto Catalogue, cols. 549–50 Quarto Catalogue, cols. 551–2 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 548; Quarto Catalogue, cols. 549–50; Quarto Catalogue, cols. 551–2; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"Irmgard Hutter, Corpus der byzantinischen Miniaturenhandschriften, I-III, Oxford, Bodleian Library, 3 vols. in 4 (Stuttgart, 1977–82), iii, 20 [Internet Archive]",https://archive.org/details/hutter-3.2bis-pp.-32-end-mss.-29-197-abb.-112-885/Hutter%203.1%2C%20pp.%201-201%20%28Intr.%3B%20mss.%201-130%29/page/32/mode/1up,,,DBBE: Database of Byzantine Book Epigrams; Pinakes | Πίνακες: Textes et manuscrits grecs,https://www.dbbe.ugent.be/manuscripts/13084 http://pinakes.irht.cnrs.fr/notices/cote/48290/
MS_Laud_Gr_69_record_1,manuscript_6882,Laud_Gr,MS_Laud_Gr_69,MS. Laud Gr. 69,manuscript,,MS_Laud_Gr_69,ark:29072/x0fq977v10zp,ark:29072/x03r074v73cz,735.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecae Bodleianae pars prima recensionem codicum Graecorum continens, Quarto Catalogues I, 1883, repr. with corrections 1969). Quarto Catalogue, col. 552 Quarto Catalogue, cols. 553–4 Summary Catalogue, vol. 2, part 1, p. 32","Quarto Catalogue, col. 552; Quarto Catalogue, cols. 553–4; Summary Catalogue, vol. 2, part 1, p. 32",2018-08-15,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Pinakes | Πίνακες: Textes et manuscrits grecs,http://pinakes.irht.cnrs.fr/notices/cote/48291/
